name,duration,elapsed
../audio/2024-09-27-13-01-53_small.wav,       2.50,   0.01408
../audio/2024-09-27-13-01-54_small.wav,       4.00,   0.01041
../audio/2024-09-27-13-01-55_small.wav,       4.13,   0.02525
../audio/2024-09-27-13-31-26_small.wav,       0.50,   0.01618
../audio/2024-09-27-13-31-27_small.wav,       1.50,   0.02573
../audio/2024-09-27-13-31-28_small.wav,       2.50,   0.02756
../audio/2024-09-27-13-31-30_small.wav,       4.00,   0.03274
../audio/2024-09-27-13-31-31_small.wav,       5.50,   0.02999
../audio/2024-09-27-13-31-32_small.wav,       6.50,   0.03297
../audio/2024-09-27-13-31-33_small.wav,       7.50,   0.03081
../audio/2024-09-27-13-31-34_small.wav,       8.50,   0.01741
../audio/2024-09-27-13-31-37_small.wav,      11.50,   0.07603
../audio/2024-09-27-13-31-38_large.wav,      11.50,   0.08199
../audio/2024-09-27-13-31-39_small.wav,       2.00,   0.04304
../audio/2024-09-27-13-31-40_small.wav,       3.00,    0.0315
../audio/2024-09-27-13-31-41_small.wav,       4.00,   0.02881
../audio/2024-09-27-13-31-42_small.wav,       5.00,   0.02379
../audio/2024-09-27-13-31-43_small.wav,       6.00,    0.0329
../audio/2024-09-27-13-31-44_small.wav,       7.00,   0.03484
../audio/2024-09-27-13-31-45_small.wav,       8.00,    0.0316
../audio/2024-09-27-13-31-46_small.wav,       9.00,   0.03906
../audio/2024-09-27-13-31-47_small.wav,      10.00,   0.04964
../audio/2024-09-27-13-31-48_large.wav,      10.00,   0.03538
../audio/2024-09-27-13-31-50_small.wav,       2.50,   0.02198
../audio/2024-09-27-13-31-51_small.wav,       3.50,   0.02828
../audio/2024-09-27-13-31-52_small.wav,       4.50,   0.03625
../audio/2024-09-27-13-31-53_small.wav,       5.50,    0.0323
../audio/2024-09-27-13-31-54_small.wav,       6.50,   0.03637
../audio/2024-09-27-13-31-55_small.wav,       7.50,    0.0271
../audio/2024-09-27-13-31-56_small.wav,       8.50,   0.03458
../audio/2024-09-27-13-31-57_small.wav,       9.50,   0.03929
../audio/2024-09-27-13-31-58_large.wav,      10.50,   0.05804
../audio/2024-09-27-13-31-58_small.wav,      10.50,    0.0658
../audio/2024-09-27-13-32-00_small.wav,       2.00,   0.02211
../audio/2024-09-27-13-32-01_small.wav,       3.00,   0.01432
../audio/2024-09-27-13-32-02_small.wav,       4.00,    0.0145
../audio/2024-09-27-13-32-03_small.wav,       5.00,   0.03115
../audio/2024-09-27-13-32-10_large.wav,      12.00,   0.02391
../audio/2024-09-27-13-32-10_small.wav,      12.00,    0.0208
../audio/2024-09-27-13-48-57_small.wav,       0.50,   0.01441
../audio/2024-09-27-13-48-58_small.wav,       1.50,   0.02789
../audio/2024-09-27-13-48-59_small.wav,       2.50,   0.02852
../audio/2024-09-27-13-49-02_small.wav,       5.00,   0.03589
../audio/2024-09-27-13-49-03_small.wav,       6.50,   0.03153
../audio/2024-09-27-13-49-05_small.wav,       8.00,   0.03485
../audio/2024-09-27-13-49-06_small.wav,       9.00,   0.03268
../audio/2024-09-27-13-49-07_large.wav,      10.00,   0.03986
../audio/2024-09-27-13-49-07_small.wav,      10.00,   0.03507
../audio/2024-09-27-13-49-09_small.wav,       2.00,   0.02864
../audio/2024-09-27-13-49-10_small.wav,       3.00,    0.0298
../audio/2024-09-27-13-49-11_small.wav,       4.00,   0.03113
../audio/2024-09-27-13-49-12_small.wav,       5.00,   0.02427
../audio/2024-09-27-13-49-13_small.wav,       6.00,   0.03091
../audio/2024-09-27-13-49-14_small.wav,       7.00,   0.03239
../audio/2024-09-27-13-49-15_small.wav,       8.00,   0.03271
../audio/2024-09-27-13-49-16_small.wav,       9.00,   0.03292
../audio/2024-09-27-13-49-17_large.wav,      10.00,   0.03551
../audio/2024-09-27-13-49-17_small.wav,      10.00,   0.03676
../audio/2024-09-27-13-49-19_small.wav,       2.00,   0.02896
../audio/2024-09-27-13-49-20_small.wav,       3.00,   0.02989
../audio/2024-09-27-13-49-21_small.wav,       4.00,   0.03009
../audio/2024-09-27-13-49-22_small.wav,       5.00,   0.03022
../audio/2024-09-27-13-49-23_small.wav,       6.00,   0.03159
../audio/2024-09-27-13-49-24_small.wav,       7.00,   0.02546
../audio/2024-09-27-13-53-25_small.wav,       0.50,   0.03706
../audio/2024-09-27-13-53-27_small.wav,       2.00,   0.03026
../audio/2024-09-27-13-53-28_small.wav,       3.50,   0.02998
../audio/2024-09-27-13-53-29_small.wav,       4.50,   0.03109
../audio/2024-09-27-13-53-31_small.wav,       6.00,   0.03444
../audio/2024-09-27-13-53-32_small.wav,       7.00,   0.03204
../audio/2024-09-27-13-53-33_small.wav,       8.50,   0.03381
../audio/2024-09-27-13-53-34_small.wav,       9.50,   0.03977
../audio/2024-09-27-13-53-35_small.wav,      10.50,   0.06174
../audio/2024-09-27-13-53-36_large.wav,      10.50,   0.06523
../audio/2024-09-27-13-53-38_small.wav,       2.50,    0.0356
../audio/2024-09-27-13-53-39_small.wav,       3.50,   0.03093
../audio/2024-09-27-13-53-40_small.wav,       4.50,   0.03299
../audio/2024-09-27-13-53-41_small.wav,       5.50,    0.0341
../audio/2024-09-27-13-53-42_small.wav,       6.50,   0.03832
../audio/2024-09-27-13-53-43_small.wav,       7.50,   0.03705
../audio/2024-09-27-13-53-49_small.wav,       8.00,   0.03404
../audio/2024-09-27-13-53-50_small.wav,       8.50,   0.03552
../audio/2024-09-27-13-54-31_small.wav,       0.50,   0.02695
../audio/2024-09-27-13-54-35_small.wav,       1.00,   0.02072
../audio/2024-09-27-13-54-36_small.wav,       2.00,   0.01468
../audio/2024-09-27-13-54-37_small.wav,       3.00,   0.02973
../audio/2024-09-27-13-54-39_small.wav,       5.00,   0.03199
