name,duration,elapsed
../audio/2024-09-27-13-49-09_small.wav,       2.00,   0.01691
../audio/2024-09-27-13-49-10_small.wav,       3.00,   0.02146
../audio/2024-09-27-13-49-11_small.wav,       4.00,   0.02722
../audio/2024-09-27-13-49-12_small.wav,       5.00,   0.03697
../audio/2024-09-27-13-49-13_small.wav,       6.00,   0.04316
../audio/2024-09-27-13-49-14_small.wav,       7.00,   0.04928
../audio/2024-09-27-13-49-15_small.wav,       8.00,   0.06182
../audio/2024-09-27-13-49-16_small.wav,       9.00,   0.06191
../audio/2024-09-27-13-49-17_large.wav,      10.00,   0.07012
../audio/2024-09-27-13-49-17_small.wav,      10.00,   0.07246
../audio/2024-09-27-13-49-19_small.wav,       2.00,   0.01415
../audio/2024-09-27-13-49-20_small.wav,       3.00,   0.02555
../audio/2024-09-27-13-49-21_small.wav,       4.00,    0.0295
../audio/2024-09-27-13-49-22_small.wav,       5.00,   0.03555
../audio/2024-09-27-13-49-23_small.wav,       6.00,   0.03996
../audio/2024-09-27-13-49-24_small.wav,       7.00,   0.05001
../audio/2024-09-27-13-53-25_small.wav,       0.50,       0.0
../audio/2024-09-27-13-53-27_small.wav,       2.00,   0.01403
../audio/2024-09-27-13-53-28_small.wav,       3.50,   0.02495
../audio/2024-09-27-13-53-29_small.wav,       4.50,   0.03379
../audio/2024-09-27-13-53-31_small.wav,       6.00,   0.03818
../audio/2024-09-27-13-53-32_small.wav,       7.00,   0.05003
../audio/2024-09-27-13-53-33_small.wav,       8.50,   0.07328
../audio/2024-09-27-13-53-34_small.wav,       9.50,   0.06618
../audio/2024-09-27-13-53-35_small.wav,      10.50,   0.08011
../audio/2024-09-27-13-53-36_large.wav,      10.50,   0.08021
../audio/2024-09-27-13-53-38_small.wav,       2.50,   0.01355
../audio/2024-09-27-13-53-39_small.wav,       3.50,   0.02087
../audio/2024-09-27-13-53-40_small.wav,       4.50,   0.03135
../audio/2024-09-27-13-53-41_small.wav,       5.50,    0.0378
../audio/2024-09-27-13-53-42_small.wav,       6.50,   0.04589
../audio/2024-09-27-13-53-43_small.wav,       7.50,   0.05023
../audio/2024-09-27-13-53-49_small.wav,       8.00,   0.05016
../audio/2024-09-27-13-53-50_small.wav,       8.50,   0.06001
../audio/2024-09-27-13-54-31_small.wav,       0.50,   0.01086
../audio/2024-09-27-13-54-35_small.wav,       1.00,  0.008655
../audio/2024-09-27-13-54-36_small.wav,       2.00,   0.01577
../audio/2024-09-27-13-54-37_small.wav,       3.00,   0.02113
../audio/2024-09-27-13-54-39_small.wav,       5.00,    0.0383
../audio/2024-09-27-13-54-40_small.wav,       6.50,    0.0483
../audio/2024-09-27-13-54-41_small.wav,       7.50,   0.05479
../audio/2024-09-27-13-54-42_small.wav,       8.50,   0.06231
../audio/2024-09-27-13-54-43_small.wav,       9.50,   0.06628
../audio/2024-09-27-13-54-44_small.wav,      10.50,    0.1003
../audio/2024-09-27-13-54-45_large.wav,      10.50,   0.07241
../audio/2024-09-27-13-54-46_small.wav,       2.00,   0.01609
../audio/2024-09-27-13-54-47_small.wav,       3.00,   0.02452
../audio/2024-09-27-13-54-48_small.wav,       4.00,   0.03053
../audio/2024-09-27-13-54-49_small.wav,       5.00,   0.03221
../audio/2024-09-27-13-54-50_small.wav,       6.00,   0.04469
../audio/2024-09-27-13-54-51_small.wav,       7.00,   0.05033
../audio/2024-09-27-13-54-57_small.wav,      12.50,   0.09666
../audio/2024-09-27-13-54-58_large.wav,      12.50,   0.09254
../audio/2024-09-27-13-54-59_small.wav,       2.00,   0.01573
../audio/2024-09-27-13-55-00_small.wav,       3.00,   0.02657
../audio/2024-09-27-13-55-01_small.wav,       4.00,   0.02912
../audio/2024-09-27-13-55-02_small.wav,       5.00,   0.03527
../audio/2024-09-27-13-55-03_small.wav,       6.00,   0.04948
../audio/2024-09-27-13-55-04_small.wav,       7.00,   0.04971
